x1,x2,x3,x4,x5,x6,x7,x8,x9,is_reachable,is_won,is_draw,winning_player,is_won_and_reachable,is_draw_and_reachable,hash
0,1,0,0,0,1,0,0,1,false,false,false,0,false,false,1021480826573306494
0,1,0,0,0,1,0,0,2,true,false,false,0,false,false,10345841572002975364
0,1,0,0,0,2,0,0,0,true,false,false,0,false,false,933059825816579470
0,1,0,0,0,2,0,0,1,true,false,false,0,false,false,17071747905297190540
0,1,0,0,0,2,0,0,2,true,false,false,0,false,false,7949369009423569706
0,1,1,0,0,0,0,0,0,false,false,false,0,false,false,9279617887725134944
0,1,1,0,0,0,0,0,1,false,false,false,0,false,false,7006605429329199462
0,1,1,0,0,0,0,0,2,true,false,false,0,false,false,16330829835316909452
0,1,1,0,0,1,0,0,0,false,false,false,0,false,false,3018170143067781454
0,1,1,0,0,1,0,0,1,false,true,false,1,false,false,710395662503811660
0,1,1,0,0,1,0,0,2,false,false,false,0,false,false,10034479330986405610
0,1,1,0,0,2,0,0,0,true,false,false,0,false,false,621693169456287196
0,1,1,0,0,2,0,0,1,false,false,false,0,false,false,16760667156454108882
0,1,1,0,0,2,0,0,2,true,false,false,0,false,false,7642505952707326840
0,1,2,0,0,0,0,0,0,true,false,false,0,false,false,14638547827638851870
0,1,2,0,0,0,0,0,1,true,false,false,0,false,false,12330632606331648540
0,1,2,0,0,0,0,0,2,true,false,false,0,false,false,2631652186306498234
0,1,2,0,0,1,0,0,0,true,false,false,0,false,false,6035962893306966628
0,1,2,0,0,1,0,0,1,false,false,false,0,false,false,5492864992888102778
0,1,2,0,0,1,0,0,2,true,false,false,0,false,false,14817823872643179392
0,1,2,0,0,2,0,0,0,true,false,false,0,false,false,3639595879565624970
0,1,2,0,0,2,0,0,1,true,false,false,0,false,false,1367005758205617032
0,1,2,0,0,2,0,0,2,false,true,false,2,false,false,12421315970972202006
0,1,0,0,0,0,0,1,0,false,false,false,0,false,false,16510632144359977032
0,1,0,0,0,0,0,1,1,false,false,false,0,false,false,14197056627546185038
0,1,0,0,0,0,0,1,2,true,false,false,0,false,false,5083715579813814740
0,1,0,0,0,1,0,1,0,false,false,false,0,false,false,10218503788302423190
0,1,0,0,0,1,0,1,1,false,false,false,0,false,false,7936906446179152276
0,1,0,0,0,1,0,1,2,false,false,false,0,false,false,17269715734820485682
0,1,0,0,0,2,0,1,0,true,false,false,0,false,false,7822031195658246436
0,1,0,0,0,2,0,1,1,false,false,false,0,false,false,5540539299310615098
0,1,0,0,0,2,0,1,2,true,false,false,0,false,false,14873243137881329472
0,1,1,0,0,0,0,1,0,false,false,false,0,false,false,16203487647127393182
0,1,1,0,0,0,0,1,1,false,false,false,0,false,false,13922000260495555740
0,1,1,0,0,0,0,1,2,false,false,false,0,false,false,4809081425228218682
0,1,1,0,0,1,0,1,0,false,false,false,0,false,false,9943165946258306276
0,1,1,0,0,1,0,1,1,false,true,false,1,false,false,7625258331099271674
0,1,1,0,0,1,0,1,2,false,false,false,0,false,false,16958349095774149120
0,1,1,0,0,2,0,1,0,false,false,false,0,false,false,7546693233254381834
0,1,1,0,0,2,0,1,1,false,false,false,0,false,false,5228750429528955400
0,1,1,0,0,2,0,1,2,true,false,false,0,false,false,14557372916253306518
0,1,2,0,0,0,0,1,0,true,false,false,0,false,false,3112295956401935540
0,1,2,0,0,0,0,1,1,false,false,false,0,false,false,799318548143748682
0,1,2,0,0,0,0,1,2,true,false,false,0,false,false,9555521950003755728
0,1,2,0,0,1,0,1,0,false,false,false,0,false,false,12960505560267893138
0,1,2,0,0,1,0,1,1,false,false,false,0,false,false,12408853425041967760
0,1,2,0,0,1,0,1,2,true,false,false,0,false,false,3295481728406314814
0,1,2,0,0,2,0,1,0,true,false,false,0,false,false,10564028560886608416
0,1,2,0,0,2,0,1,1,true,false,false,0,false,false,8282998588372426534
0,1,2,0,0,2,0,1,2,true,true,false,2,true,false,899004750499749964
0,1,0,0,0,0,0,2,0,true,false,false,0,false,false,12817218366956837230
0,1,0,0,0,0,0,2,1,true,false,false,0,false,false,10535062471869823596
0,1,0,0,0,0,0,2,2,true,false,false,0,false,false,1421686377204289162
0,1,0,0,0,1,0,2,0,true,false,false,0,false,false,6556474456843910580
0,1,0,0,0,1,0,2,1,false,false,false,0,false,false,4238989050911940426
0,1,0,0,0,1,0,2,2,true,false,false,0,false,false,12995619200722363344
0,1,0,0,0,2,0,2,0,true,false,false,0,false,false,4160001854435378906
0,1,0,0,0,2,0,2,1,true,false,false,0,false,false,1842516475346985944
0,1,0,0,0,2,0,2,2,false,false,false,0,false,false,11171103640394495078
0,1,1,0,0,0,0,2,0,true,false,false,0,false,false,14811699135053428924
0,1,1,0,0,0,0,2,1,false,false,false,0,false,false,12529820317013910962
0,1,1,0,0,0,0,2,2,true,false,false,0,false,false,3416167145284103896
0,1,1,0,0,1,0,2,0,false,false,false,0,false,false,6245107800500395418
0,1,1,0,0,1,0,2,1,false,true,false,1,false,false,3927626827092016792
0,1,1,0,0,1,0,2,2,true,false,false,0,false,false,12715355529288598310
0,1,1,0,0,2,0,2,0,true,false,false,0,false,false,3848635237920876072
0,1,1,0,0,2,0,2,1,true,false,false,0,false,false,1535653435928019758
0,1,1,0,0,2,0,2,2,true,false,false,0,false,false,10895343585902188468
0,1,2,0,0,0,0,2,0,true,false,false,0,false,false,17865626235427844714
0,1,2,0,0,0,0,2,1,true,false,false,0,false,false,15548004494483218280
0,1,2,0,0,0,0,2,2,false,false,false,0,false,false,5857604697426650102
0,1,2,0,0,1,0,2,0,true,false,false,0,false,false,10991829816375400112
0,1,2,0,0,1,0,2,1,true,false,false,0,false,false,8710936184393610166
0,1,2,0,0,1,0,2,2,true,false,false,0,false,false,18044167652062872796
0,1,2,0,0,2,0,2,0,false,false,false,0,false,false,9171817993214516166
0,1,2,0,0,2,0,2,1,true,false,false,0,false,false,6890924334254949572
0,1,2,0,0,2,0,2,2,false,true,false,2,false,false,15643191485561129314
0,1,0,0,1,0,0,0,0,false,false,false,0,false,false,12053995133476185840
0,1,0,0,1,0,0,0,1,false,false,false,0,false,false,9776901425356899318
0,1,0,0,1,0,0,0,2,true,false,false,0,false,false,78624692773409820
0,1,0,0,1,1,0,0,0,false,false,false,0,false,false,5212849813869673438
0,1,0,0,1,1,0,0,1,false,false,false,0,false,false,2903808683008845020
0,1,0,0,1,1,0,0,2,false,false,false,0,false,false,12263921045447944570
0,1,0,0,1,2,0,0,0,true,false,false,0,false,false,3392833588266634348
0,1,0,0,1,2,0,0,1,false,false,false,0,false,false,1083796730898278754
0,1,0,0,1,2,0,0,2,true,false,false,0,false,false,9867444046066662792
0,1,1,0,1,0,0,0,0,false,false,false,0,false,false,11774153708883871430
0,1,1,0,1,0,0,0,1,false,false,false,0,false,false,9466383592107369412
0,1,1,0,1,0,0,0,2,false,false,false,0,false,false,2073100942547498082
0,1,1,0,1,1,0,0,0,false,false,false,0,false,false,4901483191885765420
0,1,1,0,1,1,0,0,1,false,true,false,1,false,false,2628470840981472290
0,1,1,0,1,1,0,0,2,false,false,false,0,false,false,11952695143755745608
0,1,1,0,1,2,0,0,0,false,false,false,0,false,false,3081471347250065330
0,1,1,0,1,2,0,0,1,false,false,false,0,false,false,808458888870906032
0,1,1,0,1,2,0,0,2,true,false,false,0,false,false,9560726142182563294
